hour,day_of_week,road_type,distance,is_peak_hour,congestion_level,travel_time
23,2,0,40.94237972534087,0,0.13357666137363855,49.01034823013881
0,4,0,18.066351694985933,0,0.22287164392830985,24.7077511228296
20,5,0,23.448824820645704,0,0.2689408325057911,33.94526310302694
0,1,0,4.049043079274092,0,0.1816713961138872,5.992040049880777
14,1,0,48.8926018892277,0,0.6599414409528906,98.97095246781988
15,6,1,31.032744998889424,0,0.26837498229808976,53.20584549566791
21,2,1,12.392879137047572,0,0.3214721467277137,21.31187262911103
6,1,1,31.469326309222836,0,0.3522307310342127,56.25038316280165
21,2,2,38.869700533315324,0,0.28596343036345195,83.85417876260959
13,3,1,38.463770111696306,0,0.5294319725523668,82.04845188235984
18,4,2,0.509495495345349,1,0.7013566852372533,1.5659253263161315
23,4,2,38.1312038128087,0,0.10552374148967109,67.32581366818421
18,4,2,26.39682767340389,1,0.6573122409034838,102.486686475922
22,6,1,40.98859337409539,0,0.10138218703966434,57.7865750041901
12,2,0,10.290692548666117,0,0.6113062743651544,19.68088401377565
20,2,1,14.193956134847113,0,0.366991330515557,26.69517702000407
11,1,1,3.070165693490244,0,0.46960000965846693,7.5287276871574935
0,4,1,16.309904498446798,0,0.15030894509655923,23.65821138957005
11,1,1,20.653261698637323,0,0.4271675153668716,39.00922524797336
3,3,1,9.700378104248818,0,0.19453584721563974,14.987148445265262
14,1,1,34.11793115374836,0,0.5967928395406578,78.93743436925726
15,4,0,45.29876054435269,0,0.5193113386582174,79.75622085690118
14,2,1,2.5222028751694223,0,0.451403091941591,6.9392855262910835
7,1,0,16.785595298848573,1,0.9455584709486388,53.861790407462024
18,1,2,8.323284619100177,1,0.7985969647222795,36.205923731624054
14,2,2,4.507376825357297,0,0.428022009217996,11.857109311634275
17,2,0,11.44283008451083,1,0.8696133992443315,35.170481038934405
10,4,0,26.16493949252583,0,0.3702717942683892,42.43442204497042
8,3,2,29.23813016642495,1,0.5630290949325397,104.48439126372843
0,5,1,5.382596803943318,0,0.12409232651112813,6.252331219371333
8,4,1,45.60076997079324,1,0.8011111176516483,155.87310256791272
22,1,0,11.086921539021732,0,0.16201354354128034,14.965490323616605
11,4,2,37.93133929661286,0,0.3195801538221603,82.68071893677494
1,4,1,33.35558555386722,0,0.17773595657982766,52.51218975093697
10,2,0,39.72568024275211,0,0.4867740076599054,68.61491781125709
20,3,2,22.81953280122961,0,0.2503252135724205,47.96485181097544
13,5,2,34.91217285683118,0,0.33075398034110165,77.20483037265215
1,3,0,44.317796547283386,0,0.19402627817693038,57.73310100300684
14,4,0,6.901874910991243,0,0.6500889610708283,13.61552639678029
20,2,2,31.217403319757594,0,0.2941721416988322,67.25940545700354
22,2,1,25.912241155382223,0,0.1434806163290585,36.533383628712365
20,6,2,22.71164389782073,0,0.17011108444648698,42.45839780614136
17,1,1,45.860425908078646,1,0.7776729294636111,154.94050944761224
13,0,2,49.857476089003406,0,0.39480971934859954,118.70247726768046
20,1,1,19.984640456970375,0,0.35101130246626416,35.202989986867706
11,5,2,23.813066508519405,0,0.18670587574043399,45.20205378759164
9,6,0,30.121241353855964,1,0.634504204032703,75.57486590004
13,1,2,27.372111575093577,0,0.32299816649328406,62.845454743690034
21,1,0,29.78919951443944,0,0.5642360771182953,54.324179076505736
14,0,1,3.8818559627887024,0,0.4281828225196993,7.6661892980957145
4,2,1,31.682092093406958,0,0.1786777953744603,49.99598610744747
1,2,2,32.43426559943848,0,0.10939589147370557,58.389308395483425
21,3,0,43.46769763317664,0,0.4202213407411386,71.03431723355493
5,3,0,26.31906502903672,0,0.2260197231117544,34.23056482083357
11,4,1,13.921487511947275,0,0.3660063376655473,24.062639771212883
1,5,2,25.37727666241306,0,0.106069895089057,42.1697010068319
3,4,0,25.490996287773935,0,0.23794678050606255,34.37351614168309
6,4,0,32.427788282802894,0,0.5289425499064718,59.84327464682839
15,3,2,25.236378305766824,0,0.2893179215419835,54.73066933265759
0,3,0,20.186053201486754,0,0.21477515436998942,25.7608386134143
0,1,1,43.04407653759,0,0.13917922185659654,61.771619082246985
13,2,1,48.5900683200619,0,0.569950964671237,109.13592294680915
10,3,2,27.227918158108068,0,0.3973619285885742,65.13769002872598
11,0,0,31.51023999305362,0,0.38516022730447597,48.148495975938815
10,1,1,31.882162028843776,0,0.31005696364930585,56.16253156912757
5,6,0,26.298772105765273,0,0.16445295576090224,32.66788447856778
22,0,1,5.639634070528519,0,0.15867944906567127,9.698891097300354
11,0,1,3.052701129013971,0,0.4371084663228604,5.936879063969894
20,2,1,42.987047045247955,0,0.4250494161201162,84.27899639330948
11,0,0,12.013213550460094,0,0.4806749108880978,21.19940054484608
9,0,1,32.44459528617254,1,0.7614471067382373,107.07717182293314
7,5,2,31.567236696894096,1,0.41930551289585455,100.53794437672903
19,0,2,28.695082307712482,1,0.6041627977736495,104.83738320676359
18,0,0,7.016679185492891,1,1.0,24.582604258174545
6,1,1,3.500071129540424,0,0.4700444608900851,8.358255265917098
13,1,2,11.29198810699307,0,0.3823623099565726,28.070548705366775
3,2,2,30.487738653157717,0,0.15644546020802835,57.25227249270846
0,6,1,27.593429473905392,0,0.09747331390656998,36.3911840983041
7,2,0,36.310936851235155,1,0.9792174674555647,118.02205581417027
4,5,0,20.12098294335836,0,0.11445729780366358,22.29934344576756
7,0,0,39.09939659801966,1,1.0,125.27372312552082
7,4,0,27.860836291765516,1,1.0,89.28142895140643
20,0,1,4.314085551155918,0,0.42892686303437844,8.155621362818053
23,0,0,5.475618230514923,0,0.23381621102125205,9.070284918392186
6,5,1,13.895522790197571,0,0.2751538795404056,25.39860024373276
18,2,1,19.394399737924058,1,0.9401148594521688,72.5367992957296
3,3,1,48.31238807553375,0,0.15234783111913575,72.35388932559763
22,6,0,45.448176991094954,0,0.16285919958097458,55.86847407782512
19,2,0,28.77583525550547,1,0.9472530171994735,90.96645724422561
5,1,1,10.410152848966797,0,0.14187856261094975,13.882267724942011
11,2,1,49.06474207416954,0,0.37110811237166025,91.47021322841837
17,5,1,27.12993136135338,1,0.5799622552933712,78.53976755425559
11,3,1,29.691998342535015,0,0.4226302139661956,59.09039949237009
17,0,1,25.027587912630345,1,0.7809637315816951,84.78620431058548
2,3,2,26.46627206075823,0,0.10235959596366205,46.89066543871886
9,5,1,36.26585163774177,1,0.461535713371961,94.4696875042629
6,5,1,9.42689546373387,0,0.24995118322855617,16.245055464396334
2,2,2,25.09635159067429,0,0.08548776942453222,42.77019527309517
18,4,2,7.933318299111837,1,0.7202565040591665,33.54274598313012
12,5,1,9.687947602332873,0,0.31977153435433936,16.68669156396054
3,1,1,23.043889444393074,0,0.17417487219009023,35.79471648949348
9,5,0,11.706688705099817,1,0.669281937309597,32.02553416176461
5,3,2,47.75356148756989,0,0.09534166282817493,81.36558294030144
0,5,1,6.826118780906335,0,0.13490989501765846,8.634725509509334
5,6,2,49.14174447320665,0,0.07498234769436875,82.3557907991766
7,6,1,47.1446147024653,1,0.4275664158612644,120.46001859166144
14,2,0,40.92781935664131,0,0.6672367878205475,80.90437365418825
7,0,2,28.965855480470317,1,0.5899906372886949,104.98859017321244
21,2,0,23.851488715350833,0,0.38484352604071365,37.48605261305243
5,5,1,36.545294517538956,0,0.10307481086361184,51.345246891603296
18,5,2,6.032649442244951,1,0.5405672005615959,20.649960628262658
13,0,0,28.227040542540912,0,0.5241924702460813,48.988290898038315
1,4,1,44.926335873231146,0,0.15801768399478985,67.09202248108836
6,1,0,30.29172699494673,0,0.5225294025575906,53.84110976670411
7,3,0,16.11173600249549,1,0.727710447094282,44.1307425165618
9,2,1,20.296619533638534,1,0.8622252879485977,72.41304295307829
12,2,1,35.60864106786813,0,0.4471143785152272,70.93573814846903
21,3,2,3.0223653978302765,0,0.35952656569194147,7.146409512276755
20,5,0,31.60848425603233,0,0.3767084366896425,47.878558851807405
19,0,2,16.405956975676936,1,0.5684917964542298,58.46355422877263
0,1,1,20.202272930322152,0,0.1881479631506767,30.87977491380222
8,4,1,14.413015394029655,1,0.7880903394516405,50.9359144797682
9,6,0,44.59828916697125,1,0.5506983353539597,105.02946288898795
19,3,1,41.09177501035568,1,0.9038200169782469,152.9508900925807
1,6,0,42.65814656261882,0,0.1017814230524751,50.895122588369695
19,1,2,20.853993587470363,1,0.6308159152764118,78.16609734207978
10,2,0,6.855129586280166,0,0.3948736336651097,11.635972738605297
4,1,1,32.77007318083782,0,0.1348668084623354,46.492464209909826
17,5,2,33.69066932390303,1,0.4949641086317939,112.51363404317112
6,4,2,21.160980895997668,0,0.33393078520693714,46.23981248047829
2,1,0,3.9713295273070583,0,0.23686549755236339,5.945066548988233
15,5,2,11.48464708091763,0,0.20813199150055145,21.38596165193429
14,2,0,1.2958166412149492,0,0.5178674558248736,3.156732217867512
7,4,2,35.92806484020238,1,0.5333750445999396,125.72169259727343
19,4,1,44.48657588229379,1,0.7719441418731748,150.1969743173701
4,4,1,44.14928649476443,0,0.12461902412811864,63.87628551936335
2,2,1,12.462928973419567,0,0.1160746528379002,17.284938894160017
4,0,2,10.746625840485308,0,0.10573441707694867,18.914124383986987
8,2,1,23.433022310096206,1,0.7196176709843567,74.40986231168141
15,0,1,10.64282653405671,0,0.4990568126826329,20.804871498302415
13,5,1,6.782635686162438,0,0.33898632874953144,13.936185546876395
17,0,2,9.075737048487024,1,0.7398191922759079,35.594273559432594
6,6,2,21.398606068998685,0,0.2703973287533854,45.20323056283713
14,2,1,23.01559230307362,0,0.5099286587771581,48.828725270709015
7,5,1,33.32775334045223,1,0.5886138733675876,97.05310535002621
2,1,1,48.26450998265117,0,0.10795913803021677,68.23142971235765
10,2,2,45.61031138474045,0,0.2664885128602939,95.23924027585343
19,4,1,18.17617310945471,1,0.9093309801630897,66.88684203393157
17,1,0,9.272075236987861,1,0.8450978020333232,27.629244434384727
14,3,1,48.18366515327798,0,0.43204705318742764,94.09621194302515
9,5,0,33.106820104288204,1,0.6058097082941022,83.23373491803088
2,3,2,29.797694804304978,0,0.13797023859172017,54.490314296580195
14,3,2,26.58685575643097,0,0.351524777159036,60.25804651009569
22,4,0,17.37030132397502,0,0.16532794127229553,22.863675760636127
5,6,2,29.902853733014304,0,0.07242563670905951,50.76279524535232
10,5,0,21.66554171483097,0,0.36979632435212517,33.84845360899215
10,5,0,26.25648023799733,0,0.27081446202555465,38.86657020649182
18,6,1,26.170440068840932,1,0.5536306578675844,75.05470343941049
22,4,1,1.5068572241265348,0,0.16532607077993738,4.099238181586811
2,0,2,17.25431570434496,0,0.10265429995155227,28.51225070377454
12,5,1,8.309595440613395,0,0.32053292711384795,15.358398887330278
21,6,2,43.96737596547996,0,0.2762710660325793,93.10901819486955
7,4,2,28.751475963544515,1,0.5430261933253899,100.59008520359754
20,6,2,21.456594104791673,0,0.22986543663808928,44.130878606840156
10,5,2,33.05781881158558,0,0.20984346987699845,65.64346551020407
10,0,0,10.382944101084497,0,0.39463938588663167,15.57564646965085
12,3,0,14.776903576030245,0,0.5521330659020622,28.479481818184528
2,2,1,13.697488489758976,0,0.1333160450058578,18.738481228341648
5,2,2,30.357151932117773,0,0.11053847847227766,54.20119336517769
23,5,0,25.64221379843024,0,0.11122467387774902,28.95908113392765
9,4,0,26.35160614709084,1,0.9921579456051586,87.1311709876942
18,5,0,48.36015042744441,1,0.6576992615006704,125.5801904748604
11,3,2,8.879116003799002,0,0.2878755768747809,20.573761762115726
13,5,0,11.382598153015337,0,0.4076637604306285,19.279081165000523
10,3,1,29.068212349497596,0,0.3498943509814405,54.735559853472424
20,0,2,25.752533866579785,0,0.32834151247302384,59.07233017563324
9,6,1,22.926680648718094,1,0.5791311714728627,68.30148087996197
2,6,0,22.5180133488752,0,0.09597741012731555,26.718241235426895
12,6,2,31.311101838861052,0,0.2971264872749673,66.090243959362
17,0,0,39.531859827026835,1,0.8663160300964564,117.26324948258004
12,3,0,19.295145364145633,0,0.7108045898122735,41.635841003878596
23,5,0,25.450982447355166,0,0.12017427364229416,28.179930758536713
13,6,1,36.76115651831575,0,0.349441992620568,65.75450931567426
13,6,2,21.614640837653113,0,0.27350554356116563,44.882268656585445
6,4,2,11.920015209680939,0,0.3972794617662626,28.520645757722075
11,4,2,8.858955130101366,0,0.34977156503386014,18.77130939170188
3,3,2,3.932345609148709,0,0.10011523653733895,7.47508685792555
15,5,1,35.18555651596242,0,0.26328943434478114,57.42538854833945
18,5,2,14.058112563961458,1,0.4045992320252483,42.524321446957615
9,2,1,26.965081544731873,1,0.8437884955098678,94.15695330736148
15,2,2,32.322742514862156,0,0.254757299359839,68.04366781327265
4,0,1,36.1114416172768,0,0.18588682809667673,55.05108247021418
15,5,0,2.507986252880934,0,0.33076109361484585,2.9536535161633446
0,3,0,14.037380502346409,0,0.18726095376585306,17.839162702449165
4,2,1,14.455441271845553,0,0.17670166549421068,20.12539118449458
12,4,1,23.445493187122437,0,0.4346534380210562,47.31777821347162
12,1,1,24.17625462897909,0,0.40405871462408216,45.917571411555635
2,1,1,11.790699661068999,0,0.1259082205470706,18.392167626133183
16,5,2,9.238706653856193,0,0.20465228152834772,17.689167308630452
18,3,2,41.932854093277086,1,0.7758983513791406,177.38531473271973
4,0,0,25.153178233269976,0,0.22766569154230487,33.476740309790976
4,1,0,7.843886288792423,0,0.14179671666771818,10.947833796415281
14,4,2,23.639261010956314,0,0.45345405926877486,61.15795948914047
9,4,1,40.802577755568244,1,0.668469155020617,128.54741540290578
11,4,1,16.36804690212665,0,0.3211245292191885,27.188249214325282
23,1,1,9.323813761111596,0,0.18092243047469214,12.491582629559137
10,2,2,38.2235943178266,0,0.38882599302862914,91.6782225561488
0,6,2,1.8579966585435472,0,0.08168503951009627,4.733634350461685
22,4,0,28.701338428853358,0,0.19026620687424067,35.95279800465924
20,0,0,35.72743257910975,0,0.5350729600146167,65.20132646134738
2,3,0,23.317163150463273,0,0.22887741796953762,32.13522856563238
3,3,2,1.774502334920716,0,0.13552536052756584,4.506050192333851
18,3,2,41.979901959692306,1,0.6989843117549603,166.0941519304101
23,2,2,35.360793128272554,0,0.13761742423848583,64.51268002936351
19,3,1,2.376177202534023,1,0.9434298255371664,10.416609541514529
2,3,0,22.464901347315216,0,0.22261684693604597,29.452734120992968
17,1,0,16.50366857257296,1,0.9855529439582557,54.60682032089211
2,2,0,47.25064223543567,0,0.1997360753991606,63.11720819571766
6,2,1,23.722619647047832,0,0.36230463790868306,44.327672684763286
21,1,2,6.536778433534937,0,0.2893237800763124,15.24067860199488
20,0,0,0.5391840103053911,0,0.5701613033925158,-0.8323798861186862
23,6,0,27.442852030612567,0,0.09650751836399563,30.78631816196402
0,3,1,14.414152781858236,0,0.15682868523609186,21.731278523581004
18,0,0,15.853718415743804,1,0.8860349607977673,47.18283481626289
17,1,1,42.22788357386943,1,0.8202994689925052,146.5692833518504
1,1,0,14.153771631474736,0,0.23414012401836196,20.62581704450017
11,1,1,27.281037145666033,0,0.4380516652468074,54.00845163698652
16,1,2,24.741604474871185,0,0.2709946217028811,53.227118252698624
20,5,1,16.001669550283623,0,0.26009593439442363,25.605117715335798
20,4,2,29.576044763275604,0,0.2785079408137503,62.1108510094258
2,1,0,32.46753684127325,0,0.16943970138365347,41.470102267454216
11,0,2,13.771276115066224,0,0.2804849868082883,28.168069940580484
11,1,0,11.97119142471748,0,0.5855442069040908,23.374060560417917
5,0,0,15.500751154611626,0,0.1716334299420892,21.207115623565535
9,1,2,15.038323205536383,1,0.6847754732950077,59.03846290113819
21,1,0,12.348905913614193,0,0.5503255337473096,23.220498848549948
5,4,0,48.65397007756448,0,0.1645977309101605,61.06192445650008
13,6,2,18.0637782653821,0,0.24945850210705325,36.26769003648061
1,1,0,0.786693604934573,0,0.16934431777164352,-0.7675138189824031
10,3,2,34.350440607537614,0,0.2620971876407906,72.67489305424938
14,4,2,12.15824627488497,0,0.3459434994873471,27.051851267196486
7,4,0,20.431913909166692,1,1.0,67.61690797917032
21,3,1,35.70483998052308,0,0.35378911798867363,64.04134348440067
12,6,2,24.31053453742213,0,0.2506771065858369,48.59641603317816
18,5,0,35.81572243601346,1,0.8229567401228195,105.16921713026835
9,6,0,46.8607915371809,1,0.6608388792020505,122.57778985754926
8,4,1,2.686727326941143,1,0.7688559190925908,7.450480250714482
17,1,2,4.839228605043849,1,0.676630515964385,18.826179250909284
6,3,1,19.093172360537576,0,0.4667496552704029,40.3098748113538
2,6,2,7.218988395279023,0,0.08045347317329038,10.57052678942878
11,1,0,29.602174255625066,0,0.44977304375218646,47.663298332148756
14,4,2,48.46431404543151,0,0.475403745046949,125.1811142255502
21,2,0,35.84202219536788,0,0.40477312542457666,56.65367304472522
20,3,0,36.01901020722169,0,0.4893062995174822,61.88272699500942
12,0,1,13.888601684329387,0,0.5438159326384735,29.178105709041077
5,4,0,29.565229040874947,0,0.1415958900483089,33.864877916596434
7,6,1,31.50302495139964,1,0.597639588381353,92.86118760749989
13,6,2,45.21453281744331,0,0.2956732362780046,96.9040123166284
2,2,2,34.279337777307745,0,0.15475219577197338,65.07724694530053
15,4,0,34.81761039848673,0,0.4103452464866595,55.30681680641574
17,1,1,6.194289236511209,1,0.8923992871130028,20.678206587423603
23,5,1,33.69139505189579,0,0.12093390967646732,46.4500904387315
16,5,0,43.867807914075755,0,0.38463574391663946,70.98437084106683
17,1,1,14.064526960519526,1,0.7372857313892353,46.0111660558296
9,5,2,3.2380777580921576,1,0.43299714263030437,12.361885782603986
16,1,1,15.745345501991977,0,0.477697108221715,30.679331346596665
15,2,2,14.760849741752875,0,0.382039560026894,35.87930301626671
20,1,1,5.698884719911292,0,0.38451190488867004,11.199211311403063
23,4,2,19.184278730124223,0,0.11577986472143798,35.67850298022017
1,4,0,41.375560018690656,0,0.20731455920139322,52.55754842844637
19,5,2,44.525616496777054,1,0.5367506263638468,157.8532090925406
3,4,2,41.65355871121192,0,0.15497477422032693,78.68802430390116
10,3,2,47.152377936055615,0,0.279517758779572,98.421301774422
6,4,0,46.45080167683181,0,0.4010181885248681,74.37916696755016
16,1,0,9.520222182244016,0,0.5265811638785663,17.448134581216205
18,6,1,2.629443496350168,1,0.6573729668383261,6.99504508597504
5,6,0,8.118960548013666,0,0.0915975884471783,8.654541838494428
9,3,2,22.641754443647816,1,0.5404724837671747,81.0378163586507
20,3,2,42.62083843226736,0,0.3338994154145351,94.36967817263788
3,3,0,26.124512613432213,0,0.15365108278633638,31.33454192649431
0,3,1,45.04027201549978,0,0.19356722671136195,70.9931870908922
6,5,2,3.865147313128145,0,0.22059898315204426,5.75047324653336
20,2,2,46.786818015725025,0,0.3543149481573695,108.79132562310164
15,6,2,44.18373745050055,0,0.2202771630688602,89.05566505054394
16,5,1,34.036457085638105,0,0.24488985535703478,55.900829542668504
23,4,0,10.926482937671345,0,0.15896083573515515,14.356890132214447
4,2,2,46.98957753463606,0,0.12599936507987658,84.6001598400726
21,5,2,11.275055926879318,0,0.20287137576336775,20.26402206324553
22,0,0,47.27201979392477,0,0.1291286963628765,56.762868543546816
9,2,1,46.79596996882869,1,0.6347551124404774,141.66805135618435
6,5,0,40.63820661090299,0,0.2682084492407672,58.296943930025954
12,6,0,44.443046387582015,0,0.4386283434987836,72.17002680182028
6,6,1,27.38053312066749,0,0.22905907348523546,42.74212575830522
14,5,0,35.77401707311845,0,0.34874758872993983,52.87807701393367
16,3,1,1.5748267249333376,0,0.30476464986237073,3.0140271538300043
22,4,0,1.4072541893765156,0,0.2041482672180833,3.144350684385934
2,5,1,46.72600140836345,0,0.12108426658015868,67.42843947522496
4,4,0,14.207127804823715,0,0.1575909119279945,19.37140982070897
9,1,0,41.14080610211771,1,0.757978405688507,112.57664019656463
4,5,0,20.351401401989147,0,0.15600932779919585,25.674483862712062
23,2,0,40.82988654149955,0,0.13567056930881197,47.913277962301
6,4,0,6.789278934461149,0,0.4188185288465944,9.910845575775927
6,0,1,8.927420600631788,0,0.4249525821445948,16.149692044850184
21,0,2,32.6105266418407,0,0.32573084999621416,71.46880726210205
22,6,1,0.5039890036947923,0,0.09323691548656844,1.0505791306078924
13,5,2,18.08761229338003,0,0.25914213719941553,35.79886900116908
22,2,2,4.612882433412216,0,0.13807030690380984,9.094746821569377
14,5,0,13.46595099741922,0,0.42107033917693343,23.377291251550638
4,5,0,41.651192611007616,0,0.08447814668062766,47.21901048387901
4,1,0,46.585737292391954,0,0.15070186349753026,58.82832798545054
3,5,1,21.979237424713393,0,0.09761854838343896,31.183323720755183
19,5,2,41.12832177784146,1,0.47697321238916807,139.4400126482643
20,6,1,1.2703794881524977,0,0.28673907833668105,3.6603262843051683
8,0,0,38.71151397021647,1,0.8151346498483684,113.29237314186629
11,1,2,48.40808770519811,0,0.3031889255890658,106.9212377149992
15,6,1,34.11327426131098,0,0.23941143505902698,57.62535530032269
21,6,1,37.96714742023662,0,0.30717606992444874,65.70915635857706
7,6,1,40.88477638825635,1,0.4532318307568871,108.61767929110263
8,2,0,18.46993469891266,1,1.0,61.84101808521338
11,6,0,5.481655434512381,0,0.25873095990322104,6.5172803003547415
19,5,2,21.777539019637363,1,0.4923938231986097,74.61754876947536
6,4,2,2.3430811590030487,0,0.32503165965755854,7.155247072554554
20,1,2,34.06223351331846,0,0.3831650275461682,79.20420007970284
3,5,1,43.37729263193941,0,0.13681540546896723,64.054697543131
22,0,2,43.66373593152653,0,0.15693243181935965,79.15664090109628
2,1,0,42.79135367492191,0,0.16661492080028353,52.61648771540737
0,4,0,18.43613123072444,0,0.15334709066145574,24.043152531116114
6,5,0,30.63713656727033,0,0.3928249703125753,50.14718370368196
8,4,1,19.600990110312477,1,0.7529306750721022,67.01173308980005
1,6,1,1.5522619938007212,0,0.111694600314785,2.6445213958586558
6,0,1,17.78804022039789,0,0.43346181904717995,34.161229050265014
9,1,0,46.0693701418326,1,0.9436309347184779,145.46017579386904
1,1,0,25.146253617966348,0,0.17557706683368018,30.92432140002562
12,3,0,35.16676135872327,0,0.6975245345431696,71.57291551727866
2,0,2,40.81107838868382,0,0.11987121554258057,73.89037363647952
12,6,2,3.965809822232655,0,0.28650175503636816,6.521840633167141
9,1,0,18.344370238362213,1,0.9418561457793073,58.93481104623008
11,2,1,49.07423643177773,0,0.4046824262687093,94.32898573141102
2,3,2,1.5553494126938492,0,0.14080510146162137,3.2690760963406063
19,0,2,49.42096204334144,1,0.6837298225340729,196.29253561571073
5,4,0,39.46494284689552,0,0.1918955406896895,52.046764272479884
2,0,1,6.0612243271674044,0,0.1584312316906918,7.244947316745087
1,2,0,26.76990083478584,0,0.23160046386734087,34.74939182817159
22,2,0,47.074748653954835,0,0.2292103515585664,64.16220088959614
21,4,1,39.72567987776397,0,0.4729786891604799,79.72032535548756
13,4,0,39.25701849682916,0,0.6180208965038657,76.64104527057421
14,4,2,36.962678296006864,0,0.4182075821778513,89.11810022360348
17,6,1,2.5532954972660318,1,0.5016145533298103,8.472355359969276
18,3,2,30.242802036708323,1,0.7569846392840353,125.04374043611735
21,6,0,15.570486616101814,0,0.3495220181184116,24.904838479747223
9,2,1,10.0848958972055,1,0.7607640906259566,33.94595279171228
19,4,2,19.10931260286522,1,0.7543003409588317,80.48565681351556
16,2,2,39.49921424376449,0,0.3627982653591491,91.54488554904155
16,3,2,6.776231007434925,0,0.3741847837388415,14.793513079784876
18,5,1,16.358521959104017,1,0.6788343120674597,53.156960756293756
23,6,2,18.006907308973357,0,0.10783700569428033,33.29818647219739
3,3,1,6.7266279015854575,0,0.10265328162436038,7.749682925422409
10,6,2,7.251732691360898,0,0.1994475549071056,12.287908483643227
16,5,1,11.202840982590992,0,0.21169089370544894,16.09963148582829
23,2,2,31.68530726401004,0,0.09514207482990833,55.453940379944406
9,4,1,21.40072539550031,1,0.633075641482791,64.67327608752322
21,5,0,49.9209416546818,0,0.41739782279245635,81.25396025949526
16,0,1,8.319856962907691,0,0.3377711956909981,13.582911618658061
11,1,1,4.077003119919118,0,0.43370456286590564,9.179048466383993
9,2,2,48.29916511084371,1,0.5760561172144766,174.4318505384202
9,5,2,34.33829489278658,1,0.3838527014965849,106.26736495700945
5,3,0,8.281714571694422,0,0.17040690903522412,8.43988524671534
16,6,0,39.919834338058656,0,0.315300429351532,60.49234836365801
18,6,2,20.185994521677085,1,0.4759832846793557,66.82282860340587
1,4,0,36.167793565614225,0,0.15145895989443778,45.69986248978976
3,5,0,19.800895118120994,0,0.08969367300010082,20.705534326758087
17,1,0,32.50137006258292,1,0.9918352466343288,106.39083514201937
20,2,1,35.02622297998599,0,0.31975508723861895,61.50984476999187
3,0,1,2.711139094542408,0,0.12783828901433308,2.9818115162538024
5,0,0,9.893884307066784,0,0.1934677413714508,12.965240564072145
13,3,0,29.495533819133726,0,0.6380076737019226,56.13793042142436
6,3,2,2.736351857230308,0,0.3627077369868925,5.053724616409619
11,3,0,14.49467712591294,0,0.5931871637661293,29.324121127056944
1,2,0,43.84550207629153,0,0.1659515819515829,54.83036667171155
17,0,0,38.77489252647755,1,0.9433195955336022,123.50358083527658
23,0,1,39.36926072390608,0,0.10745211633789507,54.628050882178556
12,3,2,2.0545034112886453,0,0.33728438643204917,2.6729081452189556
12,3,0,22.808146806224705,0,0.6283741464511762,45.24557235191864
4,6,2,42.53714549938,0,0.10013025403623843,72.69709258107214
6,4,1,12.768186366951682,0,0.4437945451790188,26.989273694884066
11,6,2,46.413706080534425,0,0.1882540648353742,91.0750519858195
13,0,2,1.5344642133661799,0,0.4475197826848401,5.801595516849238
0,3,2,38.56362342120685,0,0.15783151745297425,71.83622793718497
23,6,1,1.6939119414187955,0,0.1163328614559549,3.789935947221271
9,3,2,17.862909709178783,1,0.7196577011825851,71.84387587256367
8,3,0,49.69685833307545,1,0.8690147042188726,148.90956178436386
9,5,0,29.388541255127958,1,0.6749067981348652,77.53414561553822
6,4,0,42.697978467898494,0,0.3712723203167644,68.26532506858906
15,0,1,18.479941947360775,0,0.32383993591432253,34.77684388038345
11,0,2,46.07752664749518,0,0.3376799686666514,104.12574807769079
11,0,2,19.97891175840888,0,0.26973580469778863,42.96663969291263
18,4,1,15.63093233098989,1,0.8336110173831774,55.419444488637396
12,2,2,40.87944284367503,0,0.4287457506730557,99.34299014036958
20,4,0,35.548378939440326,0,0.5775281047151298,64.52530980177303
17,6,2,47.57884055333214,1,0.5459700529774817,167.59315706346644
2,5,2,19.435547426056168,0,0.06996479151539076,31.255005028174743
6,1,2,49.54734485656579,0,0.25577727294232194,102.88214796417797
0,6,2,10.198002026182412,0,0.0994149026270847,15.879419295087049
2,5,2,29.587432362986092,0,0.10223746067980617,51.84468570407626
20,6,2,19.39425007172451,0,0.23279994212901683,38.64678223920654
13,4,1,6.912405369467834,0,0.42287216003227673,15.190400730135673
3,6,0,5.921067684734806,0,0.09409376695605891,5.655996962130638
18,1,1,16.516357484479016,1,0.9218447116694934,60.68776129776288
21,6,1,15.494102135966445,0,0.2767125790109734,26.248061099988963
5,5,0,16.46444805220319,0,0.1629091549998685,21.824793410075802
19,3,1,42.21963428727434,1,0.8537662528563753,151.33662829983683
8,6,0,21.99391876734447,1,0.634285483349814,57.212649726190676
10,1,0,19.109230914371167,0,0.5226082326998007,34.52181045501078
21,4,0,36.32744667682843,0,0.4979458490361866,62.26484008650154
14,2,0,20.141489695420056,0,0.5508853508637892,37.56160869713799
8,0,2,40.25560636548833,1,0.5120052134323999,138.66428305548962
10,4,0,37.31831493909265,0,0.5617091205213098,70.21619687822519
9,0,1,25.00251892189623,1,0.628735317743513,76.42453828903504
1,5,1,48.20432677406419,0,0.13153249828902,68.46346039615983
21,1,2,45.40331309930151,0,0.2404588102055629,94.42422956365792
13,3,2,4.613946524871802,0,0.36630238717285546,11.987496803113338
3,3,2,23.00415778036134,0,0.10587092049716498,38.313941284247534
1,4,1,1.413276371810667,0,0.10533628221745367,0.6577899747793621
